eventId,trainId,eventType,stationCode,distanceCovered,totalDistance,noOfDays,expectedArrivalTime,actualArrivalTime,expectedDepartureTime,actualDepartureTime,createdDate
583f31e0-2464-4115-ac86-d2daf9083ec3,9394845,Departure,PLG,0,1690,2,,,19:16,19:16,2025-06-26 15:02:53.024911
b2da119a-9572-490e-93a9-d7dc74d54dba,1502447,Departure,VR,0,1139,5,,,02:00,02:00,2025-06-26 15:02:53.026214
ae9d6053-12a7-4964-9576-ca11e1b45d25,8768291,Departure,DTVL,0,116,2,,,00:16,00:33,2025-06-26 15:02:53.027743
ec01208b-17bd-45b9-a9c4-e42c7dde2f04,9962187,Departure,VVH,0,1710,2,,,12:04,12:11,2025-06-26 15:02:53.029069
7e2b7fc9-c484-4387-a5de-8d336e808c43,8459070,Departure,KOPR,0,710,3,,,06:21,06:21,2025-06-26 15:02:53.030371
f3bafdf8-8fb1-4bd3-a4d1-2c0d477b90e1,5375776,Departure,BMNDG,0,1927,5,,,10:47,11:16,2025-06-26 15:02:53.031685
d10657ee-e9bb-480e-ba9d-db78685deafa,9730209,Departure,JTT,0,1866,3,,,07:12,07:20,2025-06-26 15:02:53.033164
08761d1b-d138-4ec1-a394-79c233f84eac,9559979,Departure,TLA,0,366,5,,,16:03,16:31,2025-06-26 15:02:53.034639
9f70c020-8363-4b1e-abc3-c0023dc3b30a,8560669,Departure,DIVA,0,1514,4,,,12:48,12:48,2025-06-26 15:02:53.036060
c998703b-c5e0-4c4c-817d-1626b60701e5,3560876,Departure,DIVA,0,1920,4,,,20:01,20:14,2025-06-26 15:02:53.037471
8028b282-594f-4f0e-aa7b-7284455095ab,5702028,Departure,GNSL,0,846,4,,,06:52,06:52,2025-06-26 15:02:53.038817
c47e6465-d5c8-4736-89e4-8f9e9d5fa481,1328423,Departure,JNJ,0,656,1,,,12:42,13:16,2025-06-26 15:02:53.040279
99f5b53a-5ed4-4310-aa1e-a365b483eefa,4633898,Departure,STC,0,845,2,,,17:40,17:40,2025-06-26 15:02:53.041664
d27b5ae8-1128-4f65-8923-31ca769739ed,1033639,Departure,KNDS,0,1296,3,,,03:54,03:54,2025-06-26 15:02:53.043006
ac53b7c4-fb93-435f-a983-ee60151f1378,1837251,Departure,MSD,0,1765,3,,,14:54,15:38,2025-06-26 15:02:53.044323
aa1ba9a6-c451-48c0-a208-dda982a4ef76,2416706,Departure,KJT/S,0,1483,5,,,11:47,12:16,2025-06-26 15:02:53.045791
e5ee0940-51d1-4f03-ae7a-41c184781623,6890475,Departure,MTN,0,182,4,,,14:32,15:20,2025-06-26 15:02:53.047158
3594537f-de93-4d0f-8a3a-bce7a0b89f9d,4852698,Departure,KYN,0,537,1,,,20:50,20:50,2025-06-26 15:02:53.048375
86dec1db-3e72-4682-952d-4b30e8a76821,6497063,Departure,BSR/BS,0,1558,2,,,23:39,23:39,2025-06-26 15:02:53.049399
9a245a0e-dd82-4719-9f3b-6463d544331b,7742374,Departure,PR,0,564,1,,,18:23,18:59,2025-06-26 15:02:53.050438
71eadc3e-9b66-4a79-9f39-1ed8950fed87,2960600,Departure,SAH,0,1752,2,,,10:25,11:03,2025-06-26 15:02:53.051371
d03ce88c-d1af-4d13-8d22-1b78c6474808,9052826,Departure,DIVA,0,219,5,,,04:55,05:30,2025-06-26 15:02:53.052278
1b0d9ff7-005a-4e47-9554-6258861c0a7b,6969244,Departure,MTN,0,1645,4,,,19:06,19:11,2025-06-26 15:02:53.053255
f2b48ae6-99f6-41a0-914e-ed2f4ea51a74,7603070,Departure,THS,0,312,3,,,00:12,00:12,2025-06-26 15:02:53.054261
5866b451-c1c1-498a-b223-572ecfd44fe3,4743458,Departure,NRL,0,1494,4,,,17:41,18:13,2025-06-26 15:02:53.055198
8ac86062-de3d-4c8f-9175-3803f98410a0,2826560,Departure,KSRA,0,691,1,,,19:13,19:23,2025-06-26 15:02:53.056149
a9b3342d-febb-4451-b222-6fa586babb28,3186317,Departure,MTN,0,1319,1,,,07:22,07:22,2025-06-26 15:02:53.057158
a60d08c9-4467-4107-ac8a-4cb883b37d3f,5967102,Departure,WTP,0,457,1,,,07:49,07:58,2025-06-26 15:02:53.057935
443316dc-a782-4837-acc1-688cd6ebeb8f,6298959,Departure,VR,0,1090,1,,,15:22,15:22,2025-06-26 15:02:53.058773
2d9230f2-4b9b-42d9-a1c3-c2430f22078d,9211926,Departure,JNJ,0,117,3,,,20:47,20:47,2025-06-26 15:02:53.059696
93395836-5153-4a6d-a8dc-fa334da718c8,8949335,Departure,VR,0,897,1,,,01:03,01:03,2025-06-26 15:02:53.060590
31289ef5-9e1b-463f-bb40-c06986bbe7aa,4507059,Departure,MSD,0,454,3,,,04:20,04:57,2025-06-26 15:02:53.061496
c1b99d6e-2af1-4df3-8870-54aa065e663a,8141140,Departure,DKRD,0,1826,4,,,00:08,00:25,2025-06-26 15:02:53.062316
9d8266bb-4340-4646-8ae1-dad005bdaff4,8134023,Departure,VTN,0,1278,2,,,01:44,02:14,2025-06-26 15:02:53.063172
d91d5402-72bc-4d47-b3d3-843e4893d124,7133743,Departure,VTN,0,804,3,,,02:56,02:56,2025-06-26 15:02:53.064085
39d22658-0dd0-4542-8c7a-03c2e278ee25,3522905,Departure,UOI,0,1725,1,,,17:30,18:18,2025-06-26 15:02:53.064869
64889d54-4930-40ad-9796-8ba30cb26459,7973501,Departure,TNA,0,1981,3,,,21:18,21:55,2025-06-26 15:02:53.065671
fe77d9a3-4912-4f53-ae9b-de8aa7ac5a1f,2518085,Departure,KOPR,0,1054,4,,,12:50,12:50,2025-06-26 15:02:53.066447
dd29285d-5619-4dda-bf20-e865f67119c8,3925685,Departure,GTR,0,131,1,,,21:05,21:52,2025-06-26 15:02:53.067327
b6d9e413-c86f-47e6-b8c7-9475e361a7c0,3018792,Departure,KNDS,0,1425,1,,,22:50,23:00,2025-06-26 15:02:53.068107
3f0332ed-eb50-449e-becb-3fba1bd25e9e,1853852,Departure,LWJ,0,1960,4,,,14:52,15:26,2025-06-26 15:02:53.068921
25e5a0bf-3eff-4438-8e9c-3555342d373e,2315976,Departure,THS,0,939,2,,,05:56,05:56,2025-06-26 15:02:53.069725
903ac830-b4bc-4fff-9c23-139110b204d3,9014809,Departure,NEU,0,1222,5,,,15:13,15:13,2025-06-26 15:02:53.070624
174b34fa-6a8f-496c-98f9-5261e034152a,6927638,Departure,MIRA,0,1975,3,,,04:51,05:20,2025-06-26 15:02:53.071504
95fe4a35-b552-4948-b3fa-b6ecdc71860a,9770699,Departure,ASO,0,1942,5,,,03:10,03:10,2025-06-26 15:02:53.072387
b7aa8fea-2008-4d36-b217-6462eef0b7b9,8605117,Departure,JCNR,0,1376,2,,,18:55,18:55,2025-06-26 15:02:53.073305
32f3c8db-53fa-4ce2-bc81-a8c622a0a948,5239971,Departure,TLA,0,280,4,,,10:15,10:53,2025-06-26 15:02:53.074163
0535d9fd-d47d-4c62-9042-28f82b2d9f9d,6771267,Departure,KDV,0,1548,4,,,18:20,18:26,2025-06-26 15:02:53.075027
cde78a4b-ba27-4413-a238-8e96cc04bee2,5182803,Departure,PLG,0,62,2,,,04:24,04:24,2025-06-26 15:02:53.075923
5697209a-31af-4bc1-b842-a3d09f4879a6,4894662,Departure,BY,0,1732,5,,,16:49,16:49,2025-06-26 15:02:53.076818
2b6cf472-caea-41c7-a2d4-8d2c4635729f,4473271,Departure,KLV,0,379,2,,,09:46,10:23,2025-06-26 15:02:53.077730
3d50817b-4683-4e2a-9dc9-2db1a05168a1,1982531,Departure,VVH,0,580,1,,,14:49,15:01,2025-06-26 15:02:53.078591
d53a2428-edf9-4b46-96ba-bf2fa7f9e70a,6251754,Departure,NIIJ,0,724,1,,,01:13,01:32,2025-06-26 15:02:53.079547
0a0245b4-89d2-4ca4-9451-fce649018f91,6521579,Departure,KP,0,1054,4,,,02:30,03:02,2025-06-26 15:02:53.080382
3fb6b79d-b100-42fe-a60c-231339f79c76,3428748,Departure,JITE,0,1362,5,,,13:46,14:05,2025-06-26 15:02:53.081017
85a305c3-024d-47d6-b1a7-af55e5140eb9,9138414,Departure,ROHA,0,1831,4,,,23:29,00:01,2025-06-26 15:02:53.081855
6fb77d1a-c7b0-4f63-a95c-5f1e8904cf0e,1834990,Departure,VK,0,1605,3,,,08:36,09:17,2025-06-26 15:02:53.082756
a6114d4c-f05b-4c80-b69d-ab89ab6150fc,9128926,Departure,CHG,0,657,1,,,19:51,19:56,2025-06-26 15:02:53.083626
1ee163a3-cbd7-42be-8249-201d724dfc9a,7258055,Departure,TPND,0,1234,5,,,20:40,20:40,2025-06-26 15:02:53.084540
27e60cc2-4dcb-4770-9cbf-df6dae82b2df,9558514,Departure,MM,0,682,3,,,03:53,04:14,2025-06-26 15:02:53.085390
bfb0b108-be8d-4c3f-8a51-1720ae7acfbb,7502937,Departure,WTP,0,524,3,,,17:28,17:42,2025-06-26 15:02:53.086284
c16ffb2e-3a10-4d74-9e49-8ef00b9fac06,4936071,Departure,BY,0,711,2,,,02:10,02:59,2025-06-26 15:02:53.087075
00070712-4e27-4b7e-a3a4-1845676248d3,2145746,Departure,SWDV,0,754,1,,,00:27,00:27,2025-06-26 15:02:53.087948
343ec7e3-62ce-4b68-b765-ed6526d2dd26,5791006,Departure,ATG,0,1133,1,,,22:14,22:58,2025-06-26 15:02:53.088813
86aa12e7-a581-4732-8c82-a0f517b0280d,3646517,Departure,NVRD,0,1114,2,,,12:24,12:24,2025-06-26 15:02:53.089662
e603b5bb-3d3e-42d0-afed-8b86d8ff9381,1614998,Departure,PR,0,1496,5,,,22:40,22:40,2025-06-26 15:02:53.090284
63218f48-5a9e-424d-9fa7-1766cc923304,7633571,Departure,KYN,0,1875,2,,,11:28,11:28,2025-06-26 15:02:53.091028
c51f91c5-78b7-4b35-adc3-350e1b15840b,4076586,Departure,ABH,0,458,3,,,03:30,03:45,2025-06-26 15:02:53.091714
72f1b839-b12e-45e3-857c-9a5972632a5d,4453222,Departure,VDLR,0,349,1,,,08:37,08:37,2025-06-26 15:02:53.092583
b68cfa72-69c7-4877-813b-923175525c9a,9422808,Departure,BEPR,0,305,4,,,08:11,08:11,2025-06-26 15:02:53.093466
0b69e1f1-2612-401f-9a2e-9d55d9362212,5996918,Departure,KASU,0,1479,2,,,11:31,11:31,2025-06-26 15:02:53.094335
b407ca82-da22-4bf2-a7e0-c4abe41dd408,1346977,Departure,NVRD,0,1790,2,,,18:23,18:23,2025-06-26 15:02:53.095189
24ef54db-ff68-4157-ae78-f1f3cbbaf301,2626319,Departure,DI,0,1651,3,,,21:44,21:44,2025-06-26 15:02:53.095988
6ccc1b19-17ce-48c5-bbf7-bc4965212309,2988391,Departure,KLVA,0,583,4,,,08:44,08:56,2025-06-26 15:02:53.096846
532aa94c-aa81-453f-a590-3556c2c32a9d,4656560,Departure,DIC,0,92,5,,,23:18,23:18,2025-06-26 15:02:53.097774
425d17dc-d31a-48e1-bdcf-fd7cb94bcc6c,8467368,Departure,NGTN,0,434,5,,,07:27,08:17,2025-06-26 15:02:53.098635
55b9ab91-38c6-4ffb-85fb-0e0fdb05ac44,5390092,Departure,APTA,0,1763,3,,,23:43,00:09,2025-06-26 15:02:53.099439
b8f4984e-7d88-4dc2-bdce-8f2f14978277,2348431,Departure,JTT,0,1347,4,,,02:41,02:41,2025-06-26 15:02:53.100341
151a7947-bf39-4db5-bacb-f081a5a670c8,3533682,Departure,NHU,0,1798,1,,,18:50,18:50,2025-06-26 15:02:53.101337
6cb78024-357d-4fac-ac51-7fe53904c64d,4048341,Departure,KYN,0,268,4,,,06:16,06:16,2025-06-26 15:02:53.102171
6af744d8-351b-47e7-83bb-c79563660700,6757772,Departure,PDI,0,1741,3,,,05:01,05:01,2025-06-26 15:02:53.102876
4dc6f512-bbe5-4bf6-9347-288667cf80c8,1898220,Departure,KHAR,0,1741,1,,,04:44,05:13,2025-06-26 15:02:53.103508
53b8acad-e0e6-4928-85b9-239e96570e54,2018549,Departure,STC,0,1768,2,,,22:42,22:52,2025-06-26 15:02:53.104192
254e05ba-bc01-4b96-a96b-1be459d70522,8203873,Departure,KP,0,138,3,,,12:34,12:34,2025-06-26 15:02:53.104864
f891e7df-1982-4023-99fe-d8e720e42543,6017429,Departure,KOPR,0,157,2,,,03:36,04:04,2025-06-26 15:02:53.105592
87cee560-3d69-42a6-a980-bb6e863fe081,2661228,Departure,APTA,0,1243,2,,,13:57,14:20,2025-06-26 15:02:53.106243
a97535dd-9f38-4399-8d49-53c44d8f936d,5433927,Departure,KNDS,0,202,5,,,21:26,21:26,2025-06-26 15:02:53.106951
7acd79db-1628-4989-a123-e243e274bd0f,1785732,Departure,D/DR/DDR,0,1688,3,,,04:12,04:23,2025-06-26 15:02:53.107662
847cb9fa-b28e-4e6d-9b7c-3520e06fd49a,2160755,Departure,SAH,0,1350,4,,,14:43,14:50,2025-06-26 15:02:53.108370
c895eb6e-a7bd-4bf0-b2e6-5b9098dff74d,4949119,Departure,BEPR,0,864,1,,,06:36,07:04,2025-06-26 15:02:53.109041
7f323749-5423-4024-93b1-f9c45f3bf22e,2712137,Departure,MBQ,0,1125,2,,,13:02,13:02,2025-06-26 15:02:53.109706
20ed97c8-d9a2-4b07-b722-4fda0e846a9d,4907474,Departure,SWDV,0,1377,4,,,17:45,18:35,2025-06-26 15:02:53.110347
bb424891-4c9e-489e-b36b-525130369361,7520447,Departure,KJMG,0,558,1,,,14:16,14:16,2025-06-26 15:02:53.111042
7410005f-8753-4355-b17f-38ae611a9b09,8321660,Departure,CYR,0,633,1,,,20:19,20:58,2025-06-26 15:02:53.111562
c42a1375-1ba4-417f-9c87-c2677c31aadf,1834322,Departure,APTA,0,1099,1,,,06:05,06:05,2025-06-26 15:02:53.112074
187c970f-f71a-4787-a15a-35cf69cf40f9,6491289,Departure,SHAD,0,1356,2,,,21:49,21:49,2025-06-26 15:02:53.112603
57a6c135-6279-446a-8380-9b9d8c27341a,8030225,Departure,KP,0,167,3,,,01:33,01:33,2025-06-26 15:02:53.113164
e16c7a00-2bfe-45b1-b7ca-bf9cffb3504c,6231066,Departure,SHAD,0,975,5,,,16:36,16:36,2025-06-26 15:02:53.113705
1d7ef5a1-32a0-41d5-9f75-095bdcf302ce,4206483,Departure,NGTN,0,223,1,,,21:55,21:55,2025-06-26 15:02:53.114288
e3687995-5a0e-4b04-b4a5-fbfecb8006fc,6141878,Departure,KLV,0,480,2,,,06:06,06:22,2025-06-26 15:02:53.114843
8d0fc945-0b75-4585-9ed0-23dd07406914,8932838,Departure,VDLR,0,189,5,,,10:53,10:53,2025-06-26 15:02:53.115431
8fb086c0-4dc9-45a2-915b-74d9b539f6e0,4705412,Departure,MNKD,0,675,5,,,11:35,11:35,2025-06-26 15:02:53.115944
76fe47d6-0060-4e01-a386-ebad2e7ff869,1974877,Departure,CHF,0,53,1,,,02:11,02:31,2025-06-26 15:02:53.116476
bfc26f17-2c8f-4430-82b2-14e1a4851244,8085015,Departure,MANR,0,1160,5,,,10:59,10:59,2025-06-26 15:02:53.117038
9bc200fe-b802-4b98-88a7-b5658e4f3f9b,3705839,Departure,BY,0,333,2,,,17:49,17:49,2025-06-26 15:02:53.117609
dce72d1f-734e-4963-894f-218be6674277,3691952,Departure,VVH,0,1384,3,,,21:30,21:40,2025-06-26 15:02:53.118136
3b24002d-c364-4bff-a5de-0b6405da3145,2286111,Departure,SNRD,0,1599,2,,,19:04,19:04,2025-06-26 15:02:53.118694
b68382b7-a6c1-4811-ba97-7f247f8f46ca,6885619,Departure,NIG,0,147,3,,,22:48,22:48,2025-06-26 15:02:53.119224
65e0e115-e4fa-45da-b6cd-ad065225af59,3557246,Departure,MIRA,0,1195,5,,,12:15,13:03,2025-06-26 15:02:53.119738
e2731e82-80c5-40c0-81e0-facaf96b4b41,6058636,Departure,PNVL,0,1214,2,,,03:41,04:07,2025-06-26 15:02:53.120250
d8fa87a7-2329-4213-bb8c-5f93965e7bc9,6551762,Departure,KARP,0,985,2,,,13:16,14:01,2025-06-26 15:02:53.120740
22e2255f-4e57-4ae0-bb82-181fafed3bc8,6460697,Departure,WTP,0,1593,3,,,16:48,17:31,2025-06-26 15:02:53.121215
bea63d77-c932-48e4-b33b-7c379a68d97a,7434074,Departure,BY,0,1202,3,,,14:45,15:24,2025-06-26 15:02:53.121675
9e85fbc5-7ef7-42c4-ba3e-f21a5d76e965,2837034,Departure,TKNG,0,159,5,,,17:15,17:55,2025-06-26 15:02:53.122195
ef7cbf0c-4fb6-4405-af55-f473b15620b9,6773015,Departure,PDI,0,1634,3,,,00:50,00:50,2025-06-26 15:02:53.122616
61237245-b5c9-407f-ac9e-625410b508c7,1103592,Departure,NRL,0,117,3,,,19:22,19:51,2025-06-26 15:02:53.123103
da266867-f446-479f-8301-168f6c662162,7739379,Departure,KLMG,0,1535,1,,,11:32,11:40,2025-06-26 15:02:53.123592
53bff0d3-152f-4465-95ba-5c58075d912f,7091915,Departure,PLG,0,1385,1,,,20:37,20:43,2025-06-26 15:02:53.124028
4b516e63-6f86-4cf1-a785-5e5702ca83e1,2813430,Departure,NIIJ,0,867,4,,,07:10,07:10,2025-06-26 15:02:53.124523
1fb707f0-fb47-413f-9954-f514aa6659b4,9300543,Departure,SWDV,0,854,3,,,23:21,23:21,2025-06-26 15:02:53.124991
c24c0074-745d-43a7-94ec-a705d454d7e1,7600328,Departure,NEU,0,524,5,,,22:21,22:27,2025-06-26 15:02:53.125482
c9ee7f92-b96c-42de-b9f7-68dea7e3238b,7254402,Departure,HPUR,0,1282,1,,,06:32,06:32,2025-06-26 15:02:53.126195
2491a04f-bab2-4c6c-acdf-c00cb04011a0,3101416,Departure,G,0,1303,5,,,23:21,23:21,2025-06-26 15:02:53.126705
2ae5ed5e-cb26-4d01-8df5-d70a8449720d,9490012,Departure,PBHD,0,67,2,,,13:56,13:56,2025-06-26 15:02:53.127180
5dfeff96-838f-4de8-ae3a-36d0b442fc4e,9917896,Departure,BVS,0,1314,3,,,05:07,05:07,2025-06-26 15:02:53.127629
f30f3087-d963-481c-8c7a-e9c093c7d9f4,3414323,Departure,NVRD,0,1857,5,,,07:00,07:00,2025-06-26 15:02:53.128119
9fef4591-5bd8-48f8-bebd-74d3c4870171,3263538,Departure,GTR,0,1293,1,,,13:38,13:38,2025-06-26 15:02:53.128588
6fc2c945-c398-4e1f-bc46-429c280cce2e,7474248,Departure,MRU,0,112,4,,,20:27,21:03,2025-06-26 15:02:53.129086
ac189db0-11ee-4113-bbb2-48b073f0a48b,8867412,Departure,C/CH,0,526,1,,,01:18,01:18,2025-06-26 15:02:53.129538
e4fb31c0-81ac-4d66-8df2-7119aa6b9ab3,4502900,Departure,SWDV,0,799,5,,,18:31,18:31,2025-06-26 15:02:53.129992
92ae744f-0bcc-40c1-8aea-bc9690c82c68,4855660,Departure,MANR,0,812,2,,,14:28,14:42,2025-06-26 15:02:53.130392
38804bcb-c476-4cc9-8e6d-cf43a3380c35,4531724,Departure,SIN,0,782,2,,,14:24,14:24,2025-06-26 15:02:53.130788
8cfe6c4f-cdfa-4e2e-a1ca-d17c57448344,4278340,Departure,PBHD,0,113,5,,,00:30,00:30,2025-06-26 15:02:53.131336
a483536b-5ddf-45aa-970e-7fc2accc06a0,8518061,Departure,SAH,0,947,3,,,10:58,11:29,2025-06-26 15:02:53.131781
e7758632-05f5-4c3b-8b1f-6bd16f741159,5213111,Departure,BVS,0,852,1,,,20:54,21:16,2025-06-26 15:02:53.132183
1428513c-ecaa-4c41-9020-eddf0a3138d5,8842982,Departure,MLND,0,668,5,,,23:11,23:11,2025-06-26 15:02:53.132573
63daaab8-8dc2-4146-b57d-649b4b554a59,9694450,Departure,BSR/BS,0,1249,3,,,19:21,19:21,2025-06-26 15:02:53.132969
8cb8a456-2441-43e1-a8c0-a34093bb0d75,1306594,Departure,DI,0,552,5,,,01:00,01:00,2025-06-26 15:02:53.133375
51cad47b-8a21-40c0-b220-005c508cf0a8,2492446,Departure,TLA,0,1617,4,,,20:45,21:23,2025-06-26 15:02:53.133809
b8db8925-6a73-4b5e-b7d7-3c8f0ffc8b16,9898156,Departure,MRU,0,1916,3,,,04:41,04:41,2025-06-26 15:02:53.134230
692802d5-a547-42c7-a6c1-719715edb0e1,7440793,Departure,CHG,0,1134,1,,,09:18,09:18,2025-06-26 15:02:53.134682
631ec810-3733-4744-b3f5-9729cb71a583,6111145,Departure,NRL,0,1851,4,,,15:09,15:09,2025-06-26 15:02:53.135117
d2224cdb-cefe-4c7f-ad28-3e0fa42bf7cb,2780181,Departure,BEPR,0,1114,5,,,04:10,04:10,2025-06-26 15:02:53.135588
678e1d86-c599-4ed2-b0e7-dbebe04ca04e,1763188,Departure,C/CH,0,1811,2,,,14:21,14:21,2025-06-26 15:02:53.136023
15897a75-8d83-4927-88b5-15a1c8aef01d,5833229,Departure,MANR,0,1563,1,,,07:32,07:32,2025-06-26 15:02:53.136471
0edc35b0-3fd2-4574-9e52-0e58637a4a94,6642214,Departure,SIN,0,1974,1,,,03:15,03:15,2025-06-26 15:02:53.136904
3bae8205-b44f-4c5c-90a3-f430c99eb4f3,3226002,Departure,PNVL,0,1304,3,,,00:02,00:44,2025-06-26 15:02:53.137277
3d60e553-70cd-434c-83d1-3f42e633b391,9432439,Departure,LWJ,0,1952,4,,,08:11,08:11,2025-06-26 15:02:53.137734
c0a8fedd-119c-4806-be61-85692644df75,9561155,Departure,DIVA,0,839,4,,,21:25,21:25,2025-06-26 15:02:53.138106
4ccfac49-720a-428a-a522-b55b7addd79c,6382624,Departure,NIDI,0,811,5,,,05:54,05:54,2025-06-26 15:02:53.138506
3010f436-64fc-409a-a47d-e3f42bd287a8,9363101,Departure,CRD,0,669,2,,,06:05,06:05,2025-06-26 15:02:53.138905
8cd7b547-0e2d-415e-9243-1a018030788e,9176386,Departure,MBQ,0,252,4,,,10:47,10:47,2025-06-26 15:02:53.139345
afbca069-3f6f-4ce4-885d-77922488a368,3322250,Departure,KNDS,0,402,4,,,01:26,02:12,2025-06-26 15:02:53.139739
9fe77db1-650f-480c-981e-0f5e9bdd1306,7314058,Departure,VTN,0,1326,2,,,00:01,00:01,2025-06-26 15:02:53.140166
d73feeff-65f9-4045-acbc-46daa1468b13,8421145,Departure,KOPR,0,1328,4,,,14:51,14:51,2025-06-26 15:02:53.140608
76f4ef50-179d-41b0-b87c-6b0fbc5da9fc,3549481,Departure,JCNR,0,715,3,,,02:33,02:33,2025-06-26 15:02:53.141012
c20420aa-c21f-4c07-8b38-7b53c68875d1,9398950,Departure,SHLU,0,1197,5,,,12:08,12:08,2025-06-26 15:02:53.141461
8adebb43-af19-40a9-a7d0-5abcdda3d7f3,2778309,Departure,THK,0,1121,1,,,23:00,23:45,2025-06-26 15:02:53.141911
28596d63-2679-4880-9f4f-454fdfad866b,1837439,Departure,ABH,0,887,2,,,12:20,12:20,2025-06-26 15:02:53.142330
014a54ed-1e61-4032-b39e-90668970b9f7,4768591,Departure,GTR,0,162,2,,,14:44,14:44,2025-06-26 15:02:53.142731
bd1464b9-6597-427f-9b00-266116f647c7,6856078,Departure,NVRD,0,380,3,,,17:27,17:27,2025-06-26 15:02:53.143102
29e2d37a-09b8-440e-a243-f5b57827a470,7348170,Departure,CYR,0,83,5,,,23:16,23:42,2025-06-26 15:02:53.143531
d3fde16f-76c9-41cd-a320-bd2709ae8db4,1647717,Departure,MEL,0,470,4,,,13:10,13:45,2025-06-26 15:02:53.143937
0668dce7-18f7-441e-b112-d587696daa96,9748100,Departure,PNVL,0,172,5,,,20:27,20:54,2025-06-26 15:02:53.144386
aeb901af-fd67-4ad2-a7f6-c6cfa05a79d7,5049450,Departure,UOI,0,1353,3,,,10:21,10:32,2025-06-26 15:02:53.144805
12a81387-d2cf-40f2-bb75-8493d9743f47,9462332,Departure,UOI,0,1681,1,,,04:42,05:32,2025-06-26 15:02:53.145180
cefcf7d9-3f16-467d-a54c-162e2bea2daf,6937163,Departure,TNA,0,1897,1,,,08:07,08:53,2025-06-26 15:02:53.145638
