scheduleId,trainId,trainNumber,trainName,scheduledArrivalTime,scheduledDepartureTime,stationCodes,scheduleDate,createdDate
8eb51c1e-270e-46f2-b4e1-20b485da91ae,1851730,Adi Madgaon Special,9416,08:20,0 days 00:05:00,"['APTA', 'CHG', 'VK', 'SNCR', 'BY', 'NSP', 'DTVL', 'MBQ', 'MANR', 'G', 'NHU', 'JNJ', 'AIRL', 'CRD', 'KYN', 'MEL', 'OMB', 'D/DR/DDR', 'TPND', 'KLV', 'PR', 'LWJ', 'BEPR', 'BOR', 'WTP', 'KJMG', 'THK', 'BMNDG', 'SNRD', 'GMN', 'JOS', 'ULNR', 'NEU', 'JNJ', 'JITE', 'DRD', 'KLMG', 'TNA', 'KNDS', 'CSMT/ST']",2025-06-26,2025-06-26 15:02:50.730329
737ca76a-8b47-450a-97e8-a57928d3e726,9714240,Adi Ald Express,19417,22:45,0 days 00:10:00,"['VGN', 'PR', 'KLVA', 'KDV', 'PR', 'VVH', 'CRD', 'SAH', 'SWDV', 'VK', 'CHF', 'PLG', 'TNA', 'BIRD', 'MM', 'PNVL', 'MAE', 'KOPR', 'D/DR/DDR', 'MMCT', 'ATG', 'NHU', 'VTN', 'KASU', 'KLMG', 'PNVL', 'KOPR', 'KHBV', 'CSMT/ST', 'GTR', 'MANR', 'VR', 'BSR/BS', 'VR', 'KLY', 'MANR', 'NIDI', 'AMNA', 'UOI', 'GV']",2025-06-26,2025-06-26 15:02:50.730329
655b3ad8-f492-42be-9d81-21ac76a87f19,5944291,Adi Ald Special,9427,15:16,0 days 00:10:00,"['GV', 'KOPR', 'DTVL', 'CCG', 'D/DR/DDR', 'VR', 'TUH', 'RABE', 'KJMG', 'DI', 'SNRD', 'PLG', 'SNRD', 'VR', 'NHU', 'MSD', 'DIVA', 'NIG', 'TPND', 'NIIJ']",2025-06-26,2025-06-26 15:02:50.730329
78e5db8d-9900-4a28-bfe4-918d7a5609c3,5228716,Adi Bct Ac Special,9018,13:42,0 days 00:05:00,"['STC', 'VVH', 'PBHD', 'KLV', 'MTN', 'BO/BVI', 'DKRD', 'C/CH', 'CRD', 'KOPR', 'VGN', 'VLP', 'DRD', 'NRL', 'CHG', 'KE', 'MBQ', 'PNVL', 'MDD', 'NIIJ', 'MAE', 'ROHA', 'CYR', 'SMNE', 'NIIJ', 'PL', 'SNRD', 'THS', 'SWDV', 'G']",2025-06-26,2025-06-26 15:02:50.730329
907468bb-86a9-4269-be5d-09b5112d9cf5,7902240,Adi Bgkt Express,14804,10:21,0 days 00:05:00,"['AIRL', 'KDV', 'GMN', 'NIDI', 'DTVL', 'ABH', 'WTP', 'VSD', 'KLVA', 'MEL', 'CTGN', 'BSR/BS', 'VTN', 'MANR', 'NHU', 'MTN', 'BO/BVI', 'STC', 'MANR', 'MRU', 'BY', 'NIG', 'VVH', 'JNJ', 'BUD', 'PEN', 'BIRD', 'KYN', 'RRD', 'MM', 'MBQ', 'SIN', 'CSMT/ST', 'C/CH', 'PNVL', 'MX', 'APTA', 'KLV', 'MSD', 'SWDV']",2025-06-26,2025-06-26 15:02:50.730329
1ad0fa7f-611e-4f4c-851f-c85228d35a9b,6980243,Adi Bgkt Special,4804,21:56,0 days 00:05:00,"['KASU', 'HPUR', 'NVRD', 'KSRA', 'TKNG', 'MNKD', 'KNDS', 'BND', 'BSR/BS', 'STC', 'MSD', 'KLV', 'B/BA', 'NIIJ', 'G', 'KHAR', 'BEPR', 'VR', 'GTBN', 'KHBV']",2025-06-26,2025-06-26 15:02:50.730329
fa83aec4-7332-430d-b776-5aa156b3f0f9,3954614,Adi Bme Ac Special,9421,21:04,0 days 00:05:00,"['NSP', 'VGN', 'BY', 'G', 'TKNG', 'KHAR', 'VSD', 'KHAG', 'MTN', 'PLG', 'SWDV', 'JITE', 'ASO', 'SIN', 'DIVA', 'VK', 'KLMG', 'MANR', 'SHLU', 'CSMT/ST']",2025-06-26,2025-06-26 15:02:50.730329
366fd182-0c69-49ce-b4de-9f01be763b33,8706060,Adi Brc Intercity,19130,01:04,0 days 00:05:00,"['MANR', 'CHG', 'BSR/BS', 'C/CH', 'HPUR', 'KYN', 'SAH', 'MIRA', 'TLA', 'ULNR', 'KASU', 'KLVA', 'BO/BVI', 'VLP', 'KHBV', 'SWDV', 'ROHA', 'NIDI', 'KJMG', 'VR', 'KJT/S', 'NEU', 'TPND', 'DIVA', 'KLMG', 'CSMT/ST', 'NHU', 'NVRD', 'KLV', 'PDI', 'BEPR', 'PLG', 'SIN', 'BOR', 'BVS', 'GV', 'KLE', 'TNA', 'C/CH', 'DIC']",2025-06-26,2025-06-26 15:02:50.730329
0559855e-44ac-4c00-9584-32a1e890a669,5514970,Adi Bza Superfast Special,2713,23:49,0 days 00:05:00,"['NIDI', 'VLDI', 'SHAD', 'UOI', 'DI', 'KOPR', 'SAH', 'KLV', 'VDLR', 'JCNR', 'RRD', 'GNSL', 'NEU', 'MSD', 'BEPR', 'KHAG', 'RMAR', 'DIVA', 'KSRA', 'PR', 'MTN', 'KLVA', 'CTGN', 'CMBR', 'TNA', 'DTVL', 'BVS', 'WTP', 'VR', 'SWDV', 'PLG', 'LWJ', 'BMNDG', 'SNRD', 'DLV', 'VGN', 'JOS', 'SHLU', 'ASO', 'MSD']",2025-06-26,2025-06-26 15:02:50.730329
3ea63aeb-908b-4970-ad79-3e2594c03fd7,1862509,Adi Chennai Express,19420,14:52,0 days 00:05:00,"['NIDI', 'SNRD', 'TNA', 'JITE', 'GV', 'KLMG', 'CTGN', 'KLVA', 'DIVA', 'KOPR', 'DRD', 'KHBV', 'RRD', 'ROHA', 'PLG', 'KHAR', 'ABH', 'ULNR', 'MDD', 'MTN', 'C/CH', 'BND', 'KLE', 'APTA', 'PEN', 'MAE', 'MBQ', 'DLV', 'BOR', 'BEPR', 'JNJ', 'TNA', 'SHLU', 'KYN', 'MMCT', 'MBQ', 'NRL', 'TKNG', 'VTN', 'TPND']",2025-06-26,2025-06-26 15:02:50.730329
00c59421-374b-401b-a5a9-d60898298323,9484464,Adi Dee Premium,9417,16:13,0 days 00:05:00,"['GTR', 'KLE', 'BND', 'DIVA', 'C/CH', 'PNVL', 'NIG', 'MLND', 'MLND', 'KLVA', 'GNSL', 'APTA', 'KHAG', 'KJT/S', 'DRD', 'PLG', 'DI', 'NEU', 'VDLR', 'CMBR', 'KASU', 'BSR/BS', 'KSRA', 'GMN', 'VGI', 'JCNR', 'DRD', 'NRL', 'WTP', 'MIRA']",2025-06-26,2025-06-26 15:02:50.730329
4d62084b-f8d4-47cd-a5ad-4fbc160ce4dd,1654836,Adi Double Deck,12931,00:38,0 days 00:10:00,"['APTA', 'BND', 'AMNA', 'KHAG', 'D/DR/DDR', 'PR', 'MBQ', 'TNA', 'ATG', 'TNA', 'RSYI', 'NEU', 'TNA', 'TLA', 'RABE', 'VK', 'NHU', 'SHLU', 'SWDV', 'PBHD', 'NIIJ', 'VSD', 'SVE', 'B/BA', 'KPHN', 'ABY', 'KLVA', 'KNDS', 'PDI', 'SHAD', 'CHG', 'VVH', 'CRD', 'G', 'KLY', 'MMCT', 'NGTN', 'THK', 'PNVL', 'BEPR']",2025-06-26,2025-06-26 15:02:50.730329
0f742d29-4794-4ba3-bec9-764f589ef3c0,4425396,Adi Duronto Express,12267,20:27,0 days 00:05:00,"['RSYI', 'VGN', 'MAE', 'VVH', 'ASO', 'C/CH', 'KNDS', 'C/CH', 'DIC', 'TLA', 'KDV', 'KHAR', 'KOPR', 'SWDV', 'JOS', 'PNVL', 'PR', 'MDD', 'AIRL', 'MNKD']",2025-06-26,2025-06-26 15:02:50.730329
b119b045-63fe-4817-a90b-9e665536421b,3536569,Adi Duronto Express,12298,19:19,0 days 00:05:00,"['VK', 'MAE', 'TLA', 'G', 'SVE', 'TKNG', 'CHF', 'VVH', 'KARD', 'PNVL', 'WTP', 'VTN', 'B/BA', 'BY', 'BIRD', 'BVS', 'CMBR', 'JITE', 'SAH', 'MBQ', 'APTA', 'CTGN', 'VR', 'MDD', 'NVRD', 'KASU', 'KE', 'C/CH', 'TNA', 'BND', 'NIIJ', 'THK', 'GTBN', 'TPND', 'SMNE', 'SAH', 'NIG', 'PDI', 'BOR', 'UOI']",2025-06-26,2025-06-26 15:02:50.730329
82b55e39-006a-4ab8-97a6-baae6c78ff04,8205317,Adi Jaipur Special,9425,09:06,0 days 00:10:00,"['MNKD', 'KNDS', 'STC', 'KJMG', 'NSP', 'KLVA', 'HPUR', 'MTN', 'NHU', 'THK', 'KASU', 'SWDV', 'D/DR/DDR', 'JCNR', 'ATG', 'SAH', 'MLND', 'VGI', 'KJMG', 'BSR/BS', 'G', 'SIN', 'VVH', 'SNRD', 'MEL', 'PR', 'MLND', 'KDV', 'BVS', 'PL', 'KYN', 'NEU', 'DIVA', 'GTR', 'VSD', 'TUH', 'VLDI', 'DI', 'BY', 'DI', 'ROHA', 'DRD', 'NIG', 'JOS', 'NIIJ', 'WTP', 'OMB', 'CRD', 'CSMT/ST', 'PLG']",2025-06-26,2025-06-26 15:02:50.730329
bd75faa0-c12a-4d51-9aed-20ca4b146aa4,6357110,Adi Jat Express,19223,17:03,0 days 00:10:00,"['CSMT/ST', 'ATG', 'KJT/S', 'SHLU', 'AIRL', 'D/DR/DDR', 'MAE', 'NHU', 'PR', 'LWJ', 'DTVL', 'NEU', 'SWDV', 'VVH', 'MM', 'THS', 'MIRA', 'KYN', 'BVS', 'MTN', 'KP', 'SIN', 'SNRD', 'DI', 'THK', 'KDV', 'TPND', 'KHAR', 'BY', 'KOPR', 'JNJ', 'TLA', 'BND', 'KLVA', 'BY', 'SNCR', 'MSD', 'JNJ', 'BMNDG', 'KOPR', 'A/AD/ADH', 'TNA', 'RMAR', 'CMBR', 'RSYI', 'CTGN', 'CSMT/ST', 'AMNA', 'MANR', 'BSR/BS']",2025-06-26,2025-06-26 15:02:50.730329
9c4aa93e-860b-4651-a240-072ff26d6523,7778850,Adi Koaa Express,19606,15:04,0 days 00:05:00,"['APTA', 'VK', 'NVRD', 'VLP', 'NIG', 'KOPR', 'MSD', 'PR', 'THS', 'GTBN', 'A/AD/ADH', 'NSP', 'MDD', 'STC', 'BY', 'CHF', 'MSD', 'SNCR', 'ULNR', 'SMNE', 'NIIJ', 'KLY', 'KE', 'CHG', 'KHBV', 'PR', 'KP', 'CHG', 'KASU', 'ATG']",2025-06-26,2025-06-26 15:02:50.730329
90706877-1352-4f9d-ba4d-11df5bacc2e9,6541773,Adi Lucknow Express,19401,19:16,0 days 00:10:00,"['NIDI', 'VSH', 'DI', 'MBQ', 'D/DR/DDR', 'KYN', 'MM', 'SIN', 'VVH', 'NHU', 'ATG', 'MIRA', 'CRD', 'VLDI', 'ROHA', 'TPND', 'KARP', 'GNSL', 'BY', 'NVRD']",2025-06-26,2025-06-26 15:02:50.730329
0e1cef39-d76a-4a60-9083-70f1ddfefc18,9869621,Adi Lucknow Special,9413,20:17,0 days 00:10:00,"['KHAG', 'WTP', 'THK', 'MEL', 'NIIJ', 'KYN', 'MANR', 'BOR', 'VSD', 'SHAD', 'SNRD', 'VK', 'TNA', 'NEU', 'KYN', 'BY', 'BSR/BS', 'ATG', 'NIDI', 'DIVA', 'NIIJ', 'MBQ', 'KOPR', 'JNJ', 'DIVA', 'THS', 'PLG', 'KHAR', 'NSP', 'GTBN']",2025-06-26,2025-06-26 15:02:50.730329
7996a715-8ff8-4c04-a8ac-a0b2eb36a0dc,2340848,Adi Majn Superfast Special,9420,03:42,0 days 00:05:00,"['MSD', 'G', 'SHLU', 'KLY', 'UOI', 'BIRD', 'UOI', 'NIDI', 'MLND', 'GNSL', 'AIRL', 'GMN', 'KJT/S', 'KHAR', 'DKRD', 'OMB', 'NRL', 'THS', 'JNJ', 'KNDS', 'KLMG', 'BO/BVI', 'C/CH', 'DIVA', 'VTN', 'MBQ', 'MANR', 'SMNE', 'MMCT', 'VVH']",2025-06-26,2025-06-26 15:02:50.730329
a5d65ed4-0991-47f6-9fe3-751580a24345,5563937,Adi Patna Special,9411,14:34,0 days 00:05:00,"['VLP', 'PDI', 'PR', 'BOR', 'GMN', 'NGTN', 'VSD', 'KE', 'MSD', 'TLA', 'KARD', 'SNRD', 'G', 'DKRD', 'JTT', 'CCG', 'JCNR', 'D/DR/DDR', 'NSP', 'PEN', 'NHU', 'NVRD', 'MSD', 'KHAG', 'SNRD', 'GNSL', 'MANR', 'STC', 'VLDI', 'NSP', 'G', 'KSRA', 'HPUR', 'KASU', 'JNJ', 'VVH', 'JITE', 'CRD', 'MIRA', 'NIIJ', 'MSD', 'MANR', 'BMNDG', 'D/DR/DDR', 'KHAR', 'MRU', 'VTN', 'MDD', 'TKNG', 'KJMG']",2025-06-26,2025-06-26 15:02:50.730329
1c2189fc-b969-44f4-96d1-fba452b05488,9962920,Adi Pnbe Express,19421,01:18,0 days 00:05:00,"['MX', 'KARD', 'MSD', 'APTA', 'BEPR', 'SWDV', 'BIRD', 'UOI', 'BSR/BS', 'RMAR', 'TNA', 'PEN', 'DLV', 'VTN', 'PNVL', 'MSD', 'KYN', 'CMBR', 'TLA', 'DKRD', 'JOS', 'A/AD/ADH', 'KSRA', 'PNVL', 'ROHA', 'PLG', 'VR', 'SIN', 'JITE', 'KDV', 'DRD', 'DIC', 'BY', 'C/CH', 'NIIJ', 'KLVA', 'DIVA', 'VDLR', 'AMNA', 'SAH']",2025-06-26,2025-06-26 15:02:50.730329
fd841770-191c-4d76-a4d7-17f398a93809,1910684,Adi Puri Express,18406,09:35,0 days 00:10:00,"['GTBN', 'CRD', 'BY', 'KLMG', 'RSYI', 'PLG', 'SWDV', 'NIIJ', 'AIRL', 'GMN', 'VTN', 'PDI', 'D/DR/DDR', 'SNRD', 'BSR/BS', 'KHAR', 'TPND', 'VR', 'PL', 'SWDV', 'MTN', 'UOI', 'GV', 'SIN', 'VDLR', 'TNA', 'JNJ', 'DIC', 'KPHN', 'CMBR', 'SAH', 'ROHA', 'BY', 'KHAG', 'VLDI', 'ULNR', 'PNVL', 'NGTN', 'CYR', 'VR']",2025-06-26,2025-06-26 15:02:50.730329
c23ca124-bbab-4361-9da0-ed9a2d6fba45,6227475,Adi Puri Express,12844,23:46,0 days 00:05:00,"['NEU', 'JITE', 'TPND', 'MAE', 'BO/BVI', 'KLMG', 'CSMT/ST', 'KPHN', 'MBQ', 'KOPR', 'CSMT/ST', 'DLV', 'TNA', 'DRD', 'TNA', 'VGI', 'JTT', 'STC', 'DIVA', 'SNCR']",2025-06-26,2025-06-26 15:02:50.730329
8a458648-7445-44d5-9f9a-aced76aa70f8,7827328,Adi Sc Premium,7017,09:14,0 days 00:05:00,"['SNRD', 'CMBR', 'ULNR', 'KSRA', 'PLG', 'TPND', 'PLG', 'KHAG', 'KP', 'MDD', 'G', 'B/BA', 'KLMG', 'KYN', 'C/CH', 'ABY', 'BY', 'SWDV', 'KJT/S', 'BY']",2025-06-26,2025-06-26 15:02:50.730329
c95b433b-998c-4f05-a7d3-d8f4fff33f7c,6469209,Adi Sj Rajdhani,12958,19:01,0 days 00:10:00,"['MLND', 'VK', 'AMNA', 'PBHD', 'PNVL', 'PLG', 'APTA', 'SNRD', 'CHG', 'AIRL', 'DIC', 'PEN', 'CSMT/ST', 'KE', 'DIVA', 'NIIJ', 'SNRD', 'JNJ', 'KARD', 'SWDV', 'SIN', 'RSYI', 'KLMG', 'RMAR', 'VTN', 'THK', 'SAH', 'B/BA', 'PR', 'D/DR/DDR', 'VGI', 'DIVA', 'JITE', 'HPUR', 'THK', 'DTVL', 'TNA', 'MEL', 'PNVL', 'NHU', 'A/AD/ADH', 'PNVL', 'NHU', 'DTVL', 'BOR', 'KP', 'DRD', 'THS', 'CRD', 'DI']",2025-06-26,2025-06-26 15:02:50.730329
6b489f15-2146-4cef-8d91-2955dfe8df69,5356842,Adi Svdk Express,19415,08:06,0 days 00:05:00,"['PLG', 'VK', 'TNA', 'MSD', 'BSR/BS', 'ASO', 'SHLU', 'SIN', 'SMNE', 'PR', 'BND', 'DTVL', 'VK', 'CRD', 'ATG', 'HPUR', 'BMNDG', 'DIC', 'KHAR', 'KYN']",2025-06-26,2025-06-26 15:02:50.730329
1f6b2cc7-c146-497b-b65b-a8e7fbf44c24,2884022,Adi Udz Express,19944,13:09,0 days 00:10:00,"['KLY', 'NSP', 'BUD', 'KNDS', 'BEPR', 'PNVL', 'KHAR', 'C/CH', 'KDV', 'NIIJ', 'KOPR', 'BY', 'KSRA', 'ULNR', 'SNRD', 'VLP', 'CMBR', 'SIN', 'PNVL', 'VSH', 'KE', 'TUH', 'DIVA', 'MAE', 'DTVL', 'MLND', 'KLE', 'RMAR', 'LWJ', 'KLVA']",2025-06-26,2025-06-26 15:02:50.730329
638a3bb2-1fee-4aec-9707-1ee2daee99d2,4501139,Adi Varanasi Express,19407,04:39,0 days 00:05:00,"['VK', 'NHU', 'SNRD', 'UOI', 'BND', 'JNJ', 'TUH', 'SIN', 'SVE', 'KYN', 'NEU', 'PLG', 'MX', 'KNDS', 'MSD', 'SNRD', 'THK', 'VSH', 'KLVA', 'BSR/BS']",2025-06-26,2025-06-26 15:02:50.730329
c677ec3f-c683-42e9-90c9-c245503de96d,8753779,Adi Ypr Express,16501,14:27,0 days 00:10:00,"['PDI', 'UOI', 'D/DR/DDR', 'MLND', 'G', 'NRL', 'SNRD', 'VK', 'MTN', 'KDV', 'MTN', 'SAH', 'DTVL', 'KP', 'VGN', 'MDD', 'KLVA', 'NVRD', 'DIVA', 'BUD']",2025-06-26,2025-06-26 15:02:50.730329
c428ef01-1647-401a-805a-6b72718b4b66,9390567,Af Adi Superfast Express,12547,00:33,0 days 00:05:00,"['DLV', 'D/DR/DDR', 'BOR', 'DIVA', 'MANR', 'KARD', 'NHU', 'C/CH', 'KLMG', 'BND', 'VSH', 'VK', 'DTVL', 'MSD', 'GMN', 'KLVA', 'SHLU', 'BY', 'MEL', 'NEU', 'VLDI', 'RABE', 'SNRD', 'DI', 'UOI', 'MBQ', 'KJMG', 'D/DR/DDR', 'VLP', 'DIVA']",2025-06-26,2025-06-26 15:02:50.730329
e3c1396d-12eb-47eb-b493-d573f9abe828,4697811,Af Aii Intercity,12195,17:00,0 days 00:05:00,"['BND', 'D/DR/DDR', 'MTN', 'A/AD/ADH', 'ULNR', 'NGTN', 'BMNDG', 'NIIJ', 'VR', 'SNCR', 'MNKD', 'G', 'VLDI', 'VTN', 'SAH', 'PEN', 'ASO', 'KLMG', 'DTVL', 'SHLU', 'GNSL', 'ATG', 'DRD', 'BY', 'NHU', 'BND', 'PLG', 'ABY', 'JNJ', 'KASU']",2025-06-26,2025-06-26 15:02:50.730329
52ee1779-0be4-4a39-9ab4-7246fcd9b88d,6147159,Af Aii Special,9612,15:46,0 days 00:05:00,"['NHU', 'VLP', 'GTR', 'KASU', 'NIIJ', 'MBQ', 'ROHA', 'TUH', 'STC', 'C/CH', 'BIRD', 'SMNE', 'MTN', 'SNRD', 'DIC', 'JTT', 'PNVL', 'CHF', 'KP', 'GTBN']",2025-06-26,2025-06-26 15:02:50.730329
907709ad-05a7-41a4-830a-ce14f46daf33,9055468,Af Jp Shatabdi,12036,08:44,0 days 00:10:00,"['CSMT/ST', 'BIRD', 'G', 'CSMT/ST', 'VDLR', 'MLND', 'SMNE', 'SNRD', 'NEU', 'MTN', 'VK', 'NSP', 'SIN', 'KHAG', 'SNCR', 'RABE', 'KJMG', 'SIN', 'D/DR/DDR', 'MRU', 'JITE', 'BSR/BS', 'A/AD/ADH', 'MAE', 'BND', 'KE', 'BSR/BS', 'C/CH', 'KARD', 'BEPR', 'VGI', 'CCG', 'NEU', 'SWDV', 'SHLU', 'JTT', 'DRD', 'D/DR/DDR', 'KOPR', 'VSD']",2025-06-26,2025-06-26 15:02:50.730329
2c602696-f212-42db-8352-c4c3322aa433,2626319,Af Rmr Express,15055,12:41,0 days 00:05:00,"['DI', 'DIVA', 'CHG', 'PDI', 'CCG', 'VGI', 'VSH', 'MSD', 'JNJ', 'CSMT/ST', 'KLY', 'NVRD', 'TUH', 'MSD', 'KLMG', 'SWDV', 'PNVL', 'PR', 'HPUR', 'DIC']",2025-06-26,2025-06-26 15:02:50.730329
66027f84-2e40-466e-8f18-5c003ee48b3f,9592058,Ag Kranti Rajdhani,12954,17:51,0 days 00:10:00,"['MIRA', 'NVRD', 'PNVL', 'BND', 'TLA', 'DRD', 'NHU', 'CYR', 'GTBN', 'BVS', 'NGTN', 'PR', 'MBQ', 'VTN', 'KPHN', 'UOI', 'VK', 'KYN', 'CSMT/ST', 'BSR/BS', 'BEPR', 'TPND', 'JCNR', 'DTVL', 'MM', 'RSYI', 'BND', 'VK', 'TKNG', 'NIIJ']",2025-06-26,2025-06-26 15:02:50.730329
